id_veronacard,itinerary,reward,best_reward,time_visit,time_distance,time_crowd,time_left,time_input,popular_poi_visited,poi_len,preference_matches,time_process
522340,"[301, 52, 300, 59]",33.856610330013275,39.78312993989119,170,95,31,4.0,5,1,4,28.0,4914.000224
522370,"[61, 54, 59]",12.77864059847958,16.49122114818418,80,10,15,15.0,2,2,3,20.0,2234.487539
