id_veronacard,itinerary,reward,time_visit,time_distance,time_crowd,time_left,time_input,popular_poi_visited,poi_len,preference_matches
522340,"[59, 71, 202, 76, 59]",37.242659899850075,235.0,50,15,0.0,5,2,4,32
522370,"[61, 71]",14.145844890079275,90.0,15,6,9.0,2,2,1,8
