id_veronacard,itinerary,reward,best_reward,time_visit,time_distance,time_crowd,time_left,time_input,popular_poi_visited,poi_len,preference_matches,time_process
522340,"[59, 71, 202, 76]",37.22708366876506,40.45943586139863,236.0,50,14,0.0,5,2,4,32.0,5104.475311
522370,"[61, 59, 54]",11.850597539027222,18.080664322043077,90.0,10,15,5.0,2,2,3,20.0,2326.641139
