id_veronacard,itinerary,reward,best_reward,time_visit,time_distance,time_crowd,time_left,time_input,popular_poi_visited,poi_len,scores,preference_matches,time_process
525738,"[71, 202, 63, 75]",31.367319353686664,31.367319353686664,270,75,111,24.0,8,1,4,[31.367319353686664],25.0,62.231465
